                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.5057,                0.86231,                 1.2797,                 0.8819,                0.78558,                0.83756,                0.42604,                  1.821,                0.95301,                 1.5397,               0.005116,               0.005116,               0.005116
                    151,                  1.475,                0.83112,                 1.2585,                0.90356,                0.78679,                0.84818,                0.41333,                 1.8411,                0.95286,                 1.5563,               0.005083,               0.005083,               0.005083
                    152,                 1.4891,                0.84118,                 1.2591,                0.88927,                0.77676,                0.83149,                0.41888,                 1.8645,                0.97464,                 1.5788,                0.00505,                0.00505,                0.00505
                    153,                 1.4912,                0.83766,                 1.2759,                0.91055,                0.78593,                0.84332,                0.43303,                 1.8552,                 0.9329,                 1.5396,               0.005017,               0.005017,               0.005017
                    154,                 1.4569,                0.83901,                 1.2619,                0.86603,                0.81295,                 0.8533,                0.43439,                 1.7653,                0.91169,                 1.5167,               0.004984,               0.004984,               0.004984
                    155,                 1.4926,                0.84803,                 1.2717,                0.91018,                 0.7983,                0.84858,                0.42436,                 1.8406,                 0.9532,                 1.5483,               0.004951,               0.004951,               0.004951
                    156,                  1.489,                0.83076,                  1.264,                0.91616,                0.76762,                 0.8475,                0.43217,                  1.865,                0.94473,                 1.5689,               0.004918,               0.004918,               0.004918
                    157,                 1.4595,                0.81966,                 1.2551,                0.93671,                0.77977,                0.83745,                0.44298,                 1.7633,                0.96302,                 1.4991,               0.004885,               0.004885,               0.004885
                    158,                 1.4634,                0.81861,                 1.2566,                0.89032,                0.78027,                0.84257,                0.43668,                 1.8319,                 0.9641,                 1.5353,               0.004852,               0.004852,               0.004852
                    159,                 1.4608,                0.82545,                 1.2644,                 0.8934,                0.79764,                  0.837,                0.43342,                 1.8061,                0.92454,                 1.5343,               0.004819,               0.004819,               0.004819
                    160,                 1.4667,                0.80602,                 1.2535,                0.88033,                0.77909,                 0.8392,                0.42414,                 1.8279,                0.97393,                 1.5539,               0.004786,               0.004786,               0.004786
                    161,                  1.448,                0.80692,                 1.2529,                0.92222,                0.80681,                0.86179,                0.43187,                 1.8534,                0.92086,                 1.5618,               0.004753,               0.004753,               0.004753
                    162,                 1.4757,                0.80847,                 1.2444,                0.91119,                0.77533,                0.83156,                0.41395,                 1.8204,                0.94695,                 1.5429,                0.00472,                0.00472,                0.00472
                    163,                 1.4491,                0.80342,                 1.2305,                0.91382,                0.77095,                 0.8334,                0.43067,                 1.8378,                0.95061,                 1.5599,               0.004687,               0.004687,               0.004687
                    164,                 1.4575,                0.80714,                 1.2393,                0.89709,                0.80783,                0.84472,                  0.429,                  1.835,                0.91741,                 1.5569,               0.004654,               0.004654,               0.004654
                    165,                 1.4435,                0.80939,                 1.2474,                 0.9248,                0.80763,                0.86391,                0.44394,                 1.8265,                0.88616,                 1.5586,               0.004621,               0.004621,               0.004621
                    166,                 1.4557,                0.81984,                 1.2323,                0.88593,                 0.8142,                0.84658,                0.42872,                 1.8523,                0.93269,                 1.5709,               0.004588,               0.004588,               0.004588
                    167,                 1.4146,                0.80295,                 1.2427,                 0.8906,                0.81577,                0.85087,                0.42829,                 1.8834,                0.89214,                 1.5948,               0.004555,               0.004555,               0.004555
                    168,                 1.4338,                0.80163,                 1.2464,                0.90476,                0.81584,                0.85909,                0.43416,                 1.8192,                0.87219,                 1.5434,               0.004522,               0.004522,               0.004522
                    169,                 1.4238,                0.80222,                 1.2252,                0.88613,                0.80217,                0.85055,                0.42828,                 1.8349,                0.90759,                 1.5435,               0.004489,               0.004489,               0.004489
                    170,                  1.419,                 0.7949,                 1.2157,                0.86812,                0.80257,                   0.84,                0.43716,                 1.8028,                0.90384,                 1.5269,               0.004456,               0.004456,               0.004456
                    171,                 1.4432,                0.80999,                 1.2534,                0.87943,                0.78484,                0.83756,                0.42834,                  1.793,                0.91459,                  1.523,               0.004423,               0.004423,               0.004423
                    172,                 1.4466,                0.79225,                 1.2458,                0.89171,                0.78582,                0.84332,                0.42726,                 1.8156,                0.91026,                  1.534,                0.00439,                0.00439,                0.00439
                    173,                 1.4218,                0.80419,                 1.2389,                0.90873,                0.80285,                 0.8519,                0.42998,                 1.8543,                0.92784,                 1.5491,               0.004357,               0.004357,               0.004357
                    174,                  1.437,                0.80452,                 1.2471,                0.89288,                0.80374,                0.85533,                0.43758,                 1.8125,                0.90089,                 1.5383,               0.004324,               0.004324,               0.004324
                    175,                 1.4609,                0.80933,                 1.2431,                0.85103,                0.80603,                0.83895,                0.42947,                 1.8022,                0.90606,                 1.5385,               0.004291,               0.004291,               0.004291
                    176,                 1.4187,                0.79059,                 1.2396,                0.89916,                0.79315,                0.84333,                0.43189,                 1.8217,                  0.921,                  1.549,               0.004258,               0.004258,               0.004258
                    177,                 1.4018,                0.78175,                 1.2019,                0.90647,                0.78506,                0.84836,                0.43348,                 1.8733,                  0.978,                 1.5843,               0.004225,               0.004225,               0.004225
                    178,                 1.4273,                 0.7945,                 1.2301,                0.88791,                 0.8311,                0.85416,                0.43395,                 1.8122,                0.90546,                 1.5447,               0.004192,               0.004192,               0.004192
                    179,                  1.425,                0.78491,                 1.2186,                0.90673,                0.80161,                0.85719,                0.43439,                 1.7994,                0.92869,                 1.5164,               0.004159,               0.004159,               0.004159
                    180,                 1.4047,                0.79336,                 1.2264,                0.89016,                0.79621,                0.84526,                0.42764,                  1.765,                0.90513,                 1.5269,               0.004126,               0.004126,               0.004126
                    181,                 1.3868,                0.78304,                 1.2157,                0.88951,                0.81137,                0.85028,                0.43954,                 1.7888,                0.90399,                 1.5263,               0.004093,               0.004093,               0.004093
                    182,                 1.4386,                0.77949,                 1.2502,                0.87841,                0.80175,                0.84387,                0.43677,                  1.761,                0.89927,                 1.5134,                0.00406,                0.00406,                0.00406
                    183,                 1.4131,                0.78788,                 1.2248,                0.86902,                0.80494,                0.84411,                0.42959,                 1.8694,                 0.9557,                 1.5721,               0.004027,               0.004027,               0.004027
                    184,                 1.4028,                0.77067,                 1.2299,                0.90362,                0.77462,                0.83663,                0.43486,                 1.8012,                0.93087,                 1.5259,               0.003994,               0.003994,               0.003994
                    185,                 1.3917,                0.76597,                 1.2298,                0.89056,                0.81097,                0.85122,                0.43263,                 1.8191,                0.90018,                 1.5482,               0.003961,               0.003961,               0.003961
                    186,                 1.4244,                0.78313,                 1.2292,                 0.8734,                0.82122,                0.85305,                0.42961,                 1.7703,                0.90061,                 1.5164,               0.003928,               0.003928,               0.003928
                    187,                 1.3798,                0.77498,                 1.2022,                0.89287,                0.80054,                0.85384,                0.43254,                  1.798,                0.89602,                 1.5326,               0.003895,               0.003895,               0.003895
                    188,                 1.3804,                0.78131,                 1.2268,                0.93087,                0.79561,                0.84828,                0.43605,                 1.7353,                0.87666,                 1.4968,               0.003862,               0.003862,               0.003862
                    189,                 1.3899,                0.78341,                 1.2183,                0.89542,                0.82352,                0.85584,                0.44158,                  1.796,                0.87468,                 1.5306,               0.003829,               0.003829,               0.003829
                    190,                 1.3905,                0.77915,                 1.2138,                0.86918,                0.81696,                0.84697,                0.42596,                  1.825,                 0.8967,                 1.5612,               0.003796,               0.003796,               0.003796
                    191,                 1.3901,                0.77022,                 1.2208,                0.90646,                0.81085,                0.84748,                0.43177,                  1.775,                0.89139,                 1.5323,               0.003763,               0.003763,               0.003763
                    192,                 1.3764,                0.76984,                 1.2206,                0.87915,                 0.8022,                0.84755,                0.43327,                 1.7672,                0.88765,                 1.5329,                0.00373,                0.00373,                0.00373
                    193,                 1.3737,                0.76256,                  1.206,                0.86645,                 0.7995,                0.83717,                0.43092,                 1.7499,                0.88619,                 1.5221,               0.003697,               0.003697,               0.003697
                    194,                 1.3776,                0.76803,                 1.2165,                0.87611,                0.82579,                0.86086,                0.44421,                 1.7572,                0.88377,                 1.5089,               0.003664,               0.003664,               0.003664
                    195,                  1.372,                0.75113,                  1.194,                0.89297,                0.81799,                0.86094,                0.43441,                 1.7998,                0.89924,                 1.5345,               0.003631,               0.003631,               0.003631
                    196,                 1.3741,                0.75214,                 1.2037,                0.90711,                0.79794,                0.86319,                 0.4437,                 1.7701,                0.91423,                 1.5174,               0.003598,               0.003598,               0.003598
                    197,                 1.3555,                0.74813,                 1.2001,                0.87236,                0.82981,                0.86274,                0.44283,                 1.8031,                0.87356,                 1.5534,               0.003565,               0.003565,               0.003565
                    198,                 1.3587,                0.74803,                 1.1872,                0.89044,                0.82738,                 0.8587,                0.44153,                 1.7792,                0.86653,                 1.5487,               0.003532,               0.003532,               0.003532
                    199,                 1.3478,                0.73931,                 1.2012,                0.90704,                0.82188,                0.86247,                0.43787,                 1.7839,                0.86324,                 1.5432,               0.003499,               0.003499,               0.003499
                    200,                 1.3474,                  0.737,                 1.1903,                0.91763,                0.79217,                  0.856,                0.43951,                 1.7993,                0.89091,                 1.5547,               0.003466,               0.003466,               0.003466
                    201,                 1.3442,                0.73165,                 1.2028,                0.89785,                0.79851,                0.84724,                0.44001,                 1.7841,                0.89921,                 1.5412,               0.003433,               0.003433,               0.003433
                    202,                 1.3356,                0.74154,                 1.1796,                0.88668,                0.81965,                0.85432,                0.43654,                 1.7709,                0.90013,                 1.5253,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.3554,                0.73865,                 1.1953,                   0.91,                0.80874,                0.85522,                0.42953,                  1.777,                0.90612,                 1.5448,               0.003367,               0.003367,               0.003367
                    204,                 1.3413,                0.74136,                 1.1956,                 0.8593,                0.83192,                0.85517,                0.44021,                 1.7659,                0.88096,                 1.5247,               0.003334,               0.003334,               0.003334
                    205,                 1.3453,                0.74284,                  1.187,                0.86279,                0.83784,                0.86067,                0.44317,                 1.7868,                 0.8854,                   1.54,               0.003301,               0.003301,               0.003301
                    206,                 1.3484,                0.75016,                 1.2057,                0.89796,                0.81217,                0.85851,                0.43806,                 1.8196,                0.87788,                 1.5811,               0.003268,               0.003268,               0.003268
                    207,                 1.3325,                0.74416,                  1.191,                 0.8876,                0.80415,                0.85321,                0.45073,                 1.7588,                0.86261,                 1.5236,               0.003235,               0.003235,               0.003235
                    208,                  1.351,                0.73966,                 1.1892,                 0.8997,                0.81483,                0.85406,                0.44026,                 1.7787,                 0.8774,                 1.5384,               0.003202,               0.003202,               0.003202
                    209,                 1.3509,                0.74504,                 1.2031,                0.87836,                0.80613,                 0.8517,                0.43337,                 1.7622,                0.90958,                 1.5325,               0.003169,               0.003169,               0.003169
                    210,                 1.3503,                 0.7377,                 1.1758,                0.89886,                 0.8028,                0.84769,                0.44231,                 1.8128,                 0.8771,                 1.5561,               0.003136,               0.003136,               0.003136
                    211,                 1.3465,                0.73832,                 1.1767,                0.88686,                0.80632,                0.84838,                0.43736,                 1.7601,                0.87742,                 1.5291,               0.003103,               0.003103,               0.003103
                    212,                 1.3363,                0.72885,                 1.1746,                0.91853,                0.80324,                0.85517,                0.43825,                 1.7873,                0.86441,                 1.5387,                0.00307,                0.00307,                0.00307
                    213,                 1.3247,                0.72055,                 1.1802,                0.92061,                0.82004,                 0.8619,                0.44364,                 1.7696,                0.87756,                 1.5434,               0.003037,               0.003037,               0.003037
                    214,                 1.3311,                0.73088,                 1.1956,                0.89787,                 0.7917,                0.84518,                0.43535,                 1.8017,                0.90269,                 1.5548,               0.003004,               0.003004,               0.003004
                    215,                 1.3073,                0.71573,                 1.1662,                0.90498,                0.82339,                0.85678,                0.44387,                 1.7714,                0.88412,                 1.5272,               0.002971,               0.002971,               0.002971
                    216,                  1.332,                 0.7298,                 1.1777,                0.88437,                0.81914,                0.84937,                0.43759,                 1.8366,                0.89242,                  1.576,               0.002938,               0.002938,               0.002938
                    217,                 1.3228,                0.72275,                 1.1819,                0.87514,                0.79587,                 0.8452,                0.43901,                 1.7714,                0.87336,                 1.5283,               0.002905,               0.002905,               0.002905
                    218,                 1.3241,                0.71651,                 1.1836,                0.89871,                0.78889,                0.84996,                 0.4282,                  1.792,                0.89832,                 1.5499,               0.002872,               0.002872,               0.002872
                    219,                 1.3248,                0.73124,                 1.1759,                0.87791,                 0.8295,                0.85279,                0.43978,                 1.7601,                0.87007,                 1.5333,               0.002839,               0.002839,               0.002839
                    220,                 1.3332,                0.74014,                  1.181,                 0.9023,                0.80417,                0.85614,                0.43417,                 1.7664,                0.89814,                 1.5414,               0.002806,               0.002806,               0.002806
                    221,                  1.309,                0.72168,                 1.1882,                0.90223,                0.81352,                 0.8605,                0.43883,                  1.774,                0.90361,                 1.5459,               0.002773,               0.002773,               0.002773
                    222,                  1.341,                0.74054,                 1.1879,                0.89778,                0.82983,                0.86255,                0.43741,                 1.7719,                0.88391,                 1.5419,                0.00274,                0.00274,                0.00274
                    223,                 1.3033,                0.72635,                 1.1759,                0.90154,                0.82588,                0.85843,                0.43592,                 1.7849,                0.90662,                  1.559,               0.002707,               0.002707,               0.002707
                    224,                 1.3232,                0.72274,                 1.1647,                0.89067,                0.82288,                0.86012,                0.44254,                   1.75,                0.87634,                 1.5386,               0.002674,               0.002674,               0.002674
                    225,                 1.3028,                0.71683,                 1.1752,                0.91196,                 0.8091,                0.86319,                0.44051,                 1.7337,                0.88858,                 1.5401,               0.002641,               0.002641,               0.002641
                    226,                   1.31,                0.71717,                 1.1773,                0.92054,                0.82285,                0.86777,                0.44399,                 1.7747,                0.88318,                 1.5391,               0.002608,               0.002608,               0.002608
                    227,                 1.2979,                0.71241,                 1.1723,                 0.9047,                0.80221,                0.84767,                0.43624,                 1.8003,                0.88625,                 1.5698,               0.002575,               0.002575,               0.002575
                    228,                 1.2835,                0.70163,                 1.1697,                0.89363,                0.78971,                 0.8453,                0.43409,                  1.794,                0.89859,                  1.564,               0.002542,               0.002542,               0.002542
                    229,                 1.2845,                0.70913,                 1.1556,                0.90047,                0.80759,                0.85572,                0.43586,                 1.7777,                0.90349,                 1.5535,               0.002509,               0.002509,               0.002509
                    230,                 1.3043,                0.71796,                 1.1596,                0.92879,                 0.8083,                 0.8649,                0.44622,                 1.7769,                 0.8815,                 1.5488,               0.002476,               0.002476,               0.002476
                    231,                 1.2923,                0.72124,                 1.1651,                0.88977,                0.82475,                0.85871,                0.44842,                 1.7678,                0.88318,                 1.5403,               0.002443,               0.002443,               0.002443
                    232,                 1.2828,                0.69998,                 1.1729,                0.89891,                0.79689,                0.85183,                0.44284,                 1.7735,                0.90596,                 1.5395,                0.00241,                0.00241,                0.00241
                    233,                 1.2869,                0.70648,                  1.153,                0.91451,                0.80471,                0.85184,                0.44123,                 1.7364,                0.88514,                 1.5188,               0.002377,               0.002377,               0.002377
                    234,                 1.2925,                0.69902,                 1.1568,                0.91083,                0.80761,                0.86008,                0.44765,                 1.7199,                0.85662,                 1.5069,               0.002344,               0.002344,               0.002344
                    235,                 1.2802,                0.69519,                 1.1509,                0.91932,                0.79526,                0.86236,                 0.4476,                 1.7151,                0.87108,                 1.5051,               0.002311,               0.002311,               0.002311
                    236,                 1.2775,                0.70279,                 1.1585,                0.90265,                0.81974,                 0.8595,                0.44732,                 1.7337,                0.86911,                 1.5218,               0.002278,               0.002278,               0.002278
                    237,                 1.2911,                0.71058,                 1.1684,                0.90251,                0.81722,                0.85813,                0.44146,                 1.7775,                 0.8961,                 1.5528,               0.002245,               0.002245,               0.002245
                    238,                 1.2644,                0.69115,                 1.1527,                0.90569,                 0.8131,                 0.8586,                0.44422,                  1.784,                0.88515,                 1.5599,               0.002212,               0.002212,               0.002212
                    239,                 1.2597,                0.68756,                 1.1493,                 0.9065,                0.81214,                0.86214,                 0.4444,                 1.7693,                0.86424,                 1.5421,               0.002179,               0.002179,               0.002179
                    240,                 1.3194,                 0.7294,                 1.1929,                0.91108,                0.80472,                0.85485,                0.43878,                 1.7674,                 0.8684,                 1.5491,               0.002146,               0.002146,               0.002146
                    241,                 1.2804,                0.69287,                 1.1589,                0.90899,                0.80948,                0.86301,                0.44454,                 1.7653,                0.86213,                 1.5378,               0.002113,               0.002113,               0.002113
                    242,                 1.2596,                0.67983,                 1.1631,                0.90204,                  0.817,                0.85606,                0.44996,                 1.7451,                0.85013,                 1.5284,                0.00208,                0.00208,                0.00208
                    243,                 1.2631,                0.70425,                 1.1552,                 0.9235,                0.81974,                0.87137,                0.44555,                 1.7507,                 0.8634,                 1.5291,               0.002047,               0.002047,               0.002047
                    244,                 1.2544,                0.67348,                 1.1486,                0.92784,                0.82524,                0.88004,                0.45182,                 1.7502,                0.86262,                 1.5269,               0.002014,               0.002014,               0.002014
                    245,                  1.233,                0.67882,                 1.1318,                0.92031,                0.82944,                0.87536,                0.45108,                  1.769,                0.86178,                 1.5488,               0.001981,               0.001981,               0.001981
                    246,                 1.2703,                  0.701,                 1.1467,                0.91798,                0.81364,                0.87217,                0.44534,                  1.756,                0.85426,                  1.542,               0.001948,               0.001948,               0.001948
                    247,                 1.2528,                 0.6978,                 1.1426,                0.89354,                0.82178,                0.85679,                0.44066,                 1.7751,                0.87273,                  1.563,               0.001915,               0.001915,               0.001915
                    248,                 1.2662,                0.67968,                  1.153,                0.89811,                0.82946,                 0.8652,                0.44422,                 1.7492,                0.87263,                 1.5515,               0.001882,               0.001882,               0.001882
                    249,                   1.25,                0.68497,                 1.1472,                0.90525,                0.82871,                0.86354,                0.44546,                   1.75,                0.86447,                 1.5423,               0.001849,               0.001849,               0.001849
                    250,                 1.2709,                0.68947,                 1.1481,                0.91104,                0.84303,                0.87317,                0.45018,                 1.7546,                0.85359,                 1.5357,               0.001816,               0.001816,               0.001816
                    251,                 1.2626,                0.67427,                 1.1518,                 0.8968,                 0.8163,                0.86294,                0.44506,                 1.7949,                0.87787,                  1.565,               0.001783,               0.001783,               0.001783
                    252,                  1.237,                0.67501,                 1.1305,                0.89497,                0.83171,                0.86961,                0.44878,                 1.7866,                0.87752,                 1.5582,                0.00175,                0.00175,                0.00175
                    253,                 1.2743,                0.69969,                 1.1515,                0.89143,                0.84359,                0.87267,                0.44646,                 1.8113,                0.86681,                 1.5883,               0.001717,               0.001717,               0.001717
                    254,                 1.2659,                0.69104,                 1.1595,                0.90358,                0.82629,                0.86396,                0.44803,                 1.8021,                0.85015,                 1.5822,               0.001684,               0.001684,               0.001684
                    255,                 1.2436,                0.67623,                 1.1351,                 0.8873,                0.84646,                0.86533,                 0.4501,                  1.759,                0.84366,                 1.5401,               0.001651,               0.001651,               0.001651
                    256,                 1.2224,                0.66984,                 1.1354,                0.88454,                0.83179,                0.86061,                0.44731,                 1.7809,                 0.8701,                 1.5636,               0.001618,               0.001618,               0.001618
                    257,                 1.2317,                 0.6874,                 1.1445,                0.88564,                0.83621,                0.87119,                0.44672,                 1.7835,                0.86305,                 1.5634,               0.001585,               0.001585,               0.001585
                    258,                 1.2393,                0.67329,                 1.1447,                0.88493,                0.84597,                0.86741,                0.44856,                  1.796,                0.86465,                 1.5744,               0.001552,               0.001552,               0.001552
                    259,                 1.2485,                0.67126,                 1.1346,                0.89928,                 0.8275,                0.86506,                0.44395,                 1.8071,                0.85456,                 1.5835,               0.001519,               0.001519,               0.001519
                    260,                 1.2024,                0.65557,                 1.1286,                0.89349,                0.83253,                  0.867,                0.45167,                 1.8104,                0.86105,                  1.587,               0.001486,               0.001486,               0.001486
                    261,                 1.2176,                0.66324,                 1.1267,                0.89108,                0.84028,                0.86988,                 0.4502,                 1.7911,                0.86344,                  1.562,               0.001453,               0.001453,               0.001453
                    262,                 1.2144,                 0.6647,                 1.1383,                0.90172,                0.83018,                0.86549,                0.44302,                 1.8006,                0.84644,                 1.5725,                0.00142,                0.00142,                0.00142
                    263,                  1.234,                0.67036,                 1.1325,                0.90404,                0.83042,                0.86709,                0.44476,                  1.807,                0.85077,                 1.5791,               0.001387,               0.001387,               0.001387
                    264,                 1.1996,                0.65689,                  1.123,                0.89668,                 0.8352,                0.87067,                 0.4421,                 1.8049,                0.85069,                 1.5782,               0.001354,               0.001354,               0.001354
                    265,                 1.2319,                0.66619,                 1.1429,                0.87888,                0.85492,                 0.8724,                0.44758,                 1.7775,                0.84871,                 1.5573,               0.001321,               0.001321,               0.001321
                    266,                 1.2276,                0.67105,                 1.1358,                0.90455,                0.82107,                0.86167,                0.44182,                  1.787,                0.85901,                 1.5707,               0.001288,               0.001288,               0.001288
                    267,                 1.2222,                0.66177,                 1.1289,                0.90633,                0.82591,                0.87147,                0.44873,                 1.7877,                0.85667,                 1.5757,               0.001255,               0.001255,               0.001255
                    268,                 1.2132,                0.66068,                 1.1127,                0.89291,                0.83351,                0.87176,                0.45192,                 1.8056,                0.85225,                 1.5842,               0.001222,               0.001222,               0.001222
                    269,                 1.2223,                0.66777,                 1.1287,                0.90047,                0.83226,                0.87078,                0.44978,                 1.8003,                0.86094,                 1.5817,               0.001189,               0.001189,               0.001189
                    270,                 1.2151,                0.65922,                 1.1376,                0.88118,                0.84204,                0.86883,                0.44871,                 1.8073,                0.85931,                 1.5808,               0.001156,               0.001156,               0.001156
                    271,                 1.2066,                0.65731,                 1.1309,                 0.8801,                0.83835,                0.86484,                0.44266,                 1.8145,                  0.869,                 1.5816,               0.001123,               0.001123,               0.001123
                    272,                 1.2036,                0.64959,                 1.1268,                0.88137,                0.85205,                0.86901,                0.44366,                  1.812,                0.86669,                 1.5833,                0.00109,                0.00109,                0.00109
                    273,                 1.2204,                0.65387,                 1.1194,                0.87439,                0.85308,                0.86828,                 0.4493,                 1.7918,                0.85766,                 1.5692,               0.001057,               0.001057,               0.001057
                    274,                 1.2149,                0.65245,                  1.132,                 0.8794,                0.85206,                0.86681,                0.45051,                 1.7985,                0.86368,                 1.5757,               0.001024,               0.001024,               0.001024
                    275,                 1.1961,                0.65038,                 1.1315,                0.89607,                0.83644,                0.86632,                0.45408,                 1.8082,                0.86876,                  1.576,               0.000991,               0.000991,               0.000991
                    276,                 1.1953,                 0.6544,                 1.1157,                0.88728,                0.82131,                0.86046,                0.44737,                 1.8245,                0.87373,                 1.5913,               0.000958,               0.000958,               0.000958
                    277,                 1.1865,                0.65295,                 1.1128,                0.89015,                0.83871,                0.86637,                0.45278,                  1.804,                0.86632,                 1.5828,               0.000925,               0.000925,               0.000925
                    278,                 1.2052,                0.65498,                 1.1175,                 0.8836,                0.84851,                0.86796,                0.45377,                 1.8077,                0.86174,                 1.5861,               0.000892,               0.000892,               0.000892
                    279,                 1.1978,                0.65465,                 1.1247,                0.90305,                0.82682,                0.86714,                0.44993,                 1.8006,                0.85923,                 1.5804,               0.000859,               0.000859,               0.000859
                    280,                 1.1939,                0.65282,                 1.1206,                0.89803,                 0.8328,                  0.866,                0.45172,                 1.7949,                0.84847,                 1.5764,               0.000826,               0.000826,               0.000826
                    281,                 1.1971,                0.65158,                 1.1187,                0.89357,                0.83375,                0.86258,                0.45253,                 1.7937,                0.85691,                 1.5795,               0.000793,               0.000793,               0.000793
                    282,                 1.1636,                0.63644,                 1.1006,                0.88881,                0.85118,                0.86547,                0.45786,                  1.795,                0.85882,                 1.5755,                0.00076,                0.00076,                0.00076
                    283,                 1.1887,                0.63738,                 1.1031,                0.88095,                0.83799,                0.86338,                0.45336,                 1.8045,                0.85284,                 1.5851,               0.000727,               0.000727,               0.000727
                    284,                 1.1649,                0.63901,                 1.1092,                0.86772,                 0.8409,                0.86531,                0.44681,                 1.8121,                0.86136,                 1.5909,               0.000694,               0.000694,               0.000694
                    285,                  1.207,                 0.6631,                 1.1201,                0.92474,                0.80614,                0.86752,                0.44714,                 1.7932,                0.87015,                 1.5773,               0.000661,               0.000661,               0.000661
                    286,                 1.1889,                0.65315,                 1.1141,                0.88693,                 0.8347,                 0.8624,                 0.4493,                  1.785,                0.86017,                 1.5745,               0.000628,               0.000628,               0.000628
                    287,                 1.2031,                0.65367,                 1.1251,                0.89401,                0.83303,                 0.8696,                 0.4503,                 1.7855,                0.85205,                 1.5731,               0.000595,               0.000595,               0.000595
                    288,                 1.1747,                0.64374,                 1.1104,                0.88841,                0.83769,                 0.8708,                 0.4507,                 1.7988,                0.86459,                 1.5838,               0.000562,               0.000562,               0.000562
                    289,                 1.1601,                0.62845,                 1.1013,                0.89614,                0.83395,                 0.8694,                0.44859,                 1.8056,                0.86395,                 1.5922,               0.000529,               0.000529,               0.000529
                    290,                 1.1602,                0.64652,                 1.1113,                0.89466,                0.84647,                  0.873,                0.44866,                 1.8069,                0.85382,                 1.5893,               0.000496,               0.000496,               0.000496
                    291,                 1.1115,                0.59002,                  1.147,                0.88996,                0.83243,                 0.8629,                0.44562,                 1.8181,                0.85783,                 1.6085,               0.000463,               0.000463,               0.000463
                    292,                 1.1049,                0.58176,                 1.1243,                0.89508,                0.82196,                0.85952,                0.44383,                  1.825,                0.87476,                 1.6152,                0.00043,                0.00043,                0.00043
                    293,                 1.0931,                 0.5829,                 1.1316,                0.88055,                0.83709,                0.86262,                0.43924,                 1.8219,                0.87067,                 1.6129,               0.000397,               0.000397,               0.000397
                    294,                 1.0844,                0.57278,                 1.1262,                0.86754,                0.84069,                 0.8606,                0.44254,                 1.8235,                0.87241,                 1.6103,               0.000364,               0.000364,               0.000364
                    295,                 1.0844,                0.56841,                 1.1159,                 0.8713,                0.83441,                0.86117,                0.44129,                 1.8331,                0.88869,                 1.6172,               0.000331,               0.000331,               0.000331
                    296,                 1.0709,                0.56588,                 1.1215,                0.87499,                0.84833,                0.86638,                0.44735,                 1.8315,                0.88429,                 1.6174,               0.000298,               0.000298,               0.000298
                    297,                 1.0469,                0.56154,                 1.0933,                0.88053,                0.84033,                0.86557,                0.44486,                 1.8295,                0.89441,                 1.6176,               0.000265,               0.000265,               0.000265
                    298,                 1.0706,                0.57023,                 1.1161,                0.88272,                0.84903,                0.87291,                0.45071,                 1.8263,                0.88641,                 1.6156,               0.000232,               0.000232,               0.000232
                    299,                 1.0736,                0.56925,                 1.1212,                0.89345,                0.84577,                0.87048,                0.44928,                 1.8342,                0.88422,                 1.6233,               0.000199,               0.000199,               0.000199
                    300,                  1.058,                0.56644,                 1.0978,                 0.8888,                0.82183,                0.86308,                0.44729,                  1.838,                0.88939,                 1.6221,               0.000166,               0.000166,               0.000166
